상호명,도로명주소,위도,경도
솔로몬치킨,"인천광역시 연수구 원인재로 222, 지상1층 (연수동)",37.41490107,126.6805039
황금족발 선학점,"인천광역시 연수구 학나래로6번길 40 (선학동,지상1층)",37.42503035,126.6980945
양자강,"인천광역시 연수구 샘말로87번길 3, 지상1층 (연수동)",37.42825147,126.6621808
무릉도원 식당,"인천광역시 연수구 청량로102번길 34, 지하1층 (옥련동)",37.41436503,126.6714898
청학포차,"인천광역시 연수구 청학로11번길 22 (청학동,지상1층)",37.41562239,126.6870656
아써르티(ASSORTY),"인천광역시 연수구 함박로 70 (연수동,지상1층)",37.41763676,126.6579426
진성부대찌개,"인천광역시 연수구 용담로125번길 40 (연수동, 지상1층)",37.41439245,126.6542329
4더하기4 고기집,"인천광역시 연수구 학나래로6번길 46, 지상1층 (선학동)",37.42533047,126.684911
레오로사,"인천광역시 연수구 동곡재로 52 (동춘동,지상2층)",37.41519114,126.6804799
옛날그집,"인천광역시 연수구 앵고개로87번길 44-3 (동춘동, 지상1층)",37.40729731,126.6704344
햇돼지순대국,"인천광역시 연수구 벚꽃로 146 (연수동,지상1층)",37.41474122,126.6811102
젠틀피그,"인천광역시 연수구 샘말로87번길 10, 1층 (연수동)",37.41328358,126.6790095
대구꽃돼지생막창,"인천광역시 연수구 샘말로88번길 5, 지상1층 (연수동)",37.42804572,126.6621469
화적,"인천광역시 연수구 학나래로118번길 40 (선학동,지상1층)",37.41573963,126.6813276
숯불화로구이,"인천광역시 연수구 청학로11번길 21, 지상1층 (청학동)",37.41500074,126.6761702
쌍둥이네우거지동태탕,"인천광역시 연수구 청명로17번길 19 (청학동,(지상1층))",37.42659891,126.6979919
송도 야래향,"인천광역시 연수구 능허대로 199, 1층 (옥련동)",37.4254059,126.682261
알바트로스,"인천광역시 연수구 샘말로43번길 3 (연수동, 지상2층)",37.41806382,126.6746597
장수촌 지리산 흑돼지,"인천광역시 연수구 먼우금로 197, 지상2층 206호 (청학동, 이리옴2프라자)",37.41394999,126.6784045
시골맛집,"인천광역시 연수구 함박로12번길 61, 지상1층 (연수동)",37.41558094,126.6801501
청춘막회,"인천광역시 연수구 독배로82번길 50 (옥련동, 지상1층)",37.40726058,126.6708528
술술,"인천광역시 연수구 샘말로43번길 20, 지상2층 (연수동)",37.41306469,126.6556112
명동칼국수 인천동춘점,"인천광역시 연수구 앵고개로246번길 33, 대현빌딩 2층 일부호 (동춘동)",37.42741438,126.648094
옛골남원추어탕,"인천광역시 연수구 먼우금로 190 (연수동, 206호)",37.41213284,126.6794402
을찌로국물떡볶이,"인천광역시 연수구 샘말로30번길 20, 지상1층 일부호 (연수동)",37.4259047,126.6828331
김밥통,"인천광역시 연수구 먼우금로 190 (연수동,111호(지상1층))",37.4140527,126.6767146
바다로횟집,"인천광역시 연수구 앵고개로87번길 44-9 (동춘동, 지상1층)",37.41775776,126.6543114
수라,"인천광역시 연수구 앵고개로87번길 12-8 (동춘동, 지상1층)",37.4140527,126.6767146
오븐마루연수4단지점,"인천광역시 연수구 함박안로62번길 72 (연수동,(지상1층))",37.42312539,126.6531876
인천콩나물국밥,"인천광역시 연수구 청량로113번길 12, 지상1층 (옥련동)",37.41833543,126.6505259
춘향골남원추어탕,"인천광역시 연수구 대암로22번길 11 (옥련동, 지상1층)",37.42776375,126.6689359
소문난 순대국,"인천광역시 연수구 청량로 182, 지상2층 (옥련동)",37.42299361,126.6761211
꼼장어 대구막창,"인천광역시 연수구 계림로 100, 1층 (청학동)",37.41767316,126.6525669
유서방짬뽕,"인천광역시 연수구 용담로125번길 42 (연수동, 지상1층)",37.42312539,126.6531876
5.5 닭갈비,"인천광역시 연수구 청량로 182 (옥련동,(1층))",37.41566716,126.6518703
자금성양꼬치&훠궈,"인천광역시 연수구 샘말로 57, 지상1층 (연수동)",37.41569338,126.6802466
일백집 서울포차 선학점,"인천광역시 연수구 경원대로467번길 3, 지상1층 (선학동)",37.41376562,126.6795015
피자플렉스(연수점),"인천광역시 연수구 함박뫼로 80 (연수동, 지상1층)",37.41387211,126.6796511
수밀원,"인천광역시 연수구 능허대로 231 (옥련동, 지상1층)",37.39620198,126.6529427
비스트로 엠,"인천광역시 연수구 샘말로 55, 지상2층 (연수동)",37.41454125,126.6544956
코리안숯불닭바베큐,"인천광역시 연수구 비류대로347번길 6 (연수동,(지상1층))",37.38960595,126.648814
솔섬,"인천광역시 연수구 신송로118번길 9, 위드프리상뜨 117,118일부호 (송도동, 위드프리상뜨)",37.40072245,126.6674326
우리가먹어본,"인천광역시 연수구 해돋이로 107 (송도동, 더샾퍼스트월드 D동 12호)",37.42528974,126.6733349
도쿄짬뽕,"인천광역시 연수구 청능대로 210 (동춘동, 지하1층 일부 홈플러스연수점 푸드코트내)",37.41600752,126.6805743
문학골,"인천광역시 연수구 용담로125번길 52 (연수동,지상1층)",37.41341039,126.6765063
해군과공군,"인천광역시 연수구 샘말로 95-11 (연수동,(지상1층))",37.42702183,126.6984175
역전우동 인천연수동춘점,"인천광역시 연수구 앵고개로 260 (동춘동,맘모스빌딩 112호 지상1층(앵고개길170))",37.40599741,126.6836222
대명갈비,"인천광역시 연수구 먼우금로 19 (동춘동,동남상가 204호,205호(먼우금길9))",37.41539111,126.6804608
코리안숯불바베큐,"인천광역시 연수구 먼우금로188번길 12 (연수동,103호(청능로 49))",37.41151249,126.6787599
교촌치킨,"인천광역시 연수구 학나래로118번길 29, 지상1층 (선학동, 2,3호)",37.42583725,126.6982543
역전우동 연수구청점,"인천광역시 연수구 청능대로 103 (연수동, 지상1층)",37.42588465,126.681108
케이시오뮤직,"인천광역시 연수구 샘말로8번길 19 (연수동,지하1층)",37.42657521,126.6693695
청기와감자탕,"인천광역시 연수구 함박로 35 (연수동,지상1층(함박중앙로 41))",37.41364664,126.6762619
최고집칼국수,"인천광역시 연수구 새말로 91 (연수동,(지상1층))",37.41433314,126.6769905
박가부대 인천연수점,"인천광역시 연수구 먼우금로 194 (연수동,(114호))",37.41281651,126.6540545
영숙이네,"인천광역시 연수구 용담로125번길 12, 지상1층 (연수동)",37.41464546,126.6791298
참숯황소막창구이,"인천광역시 연수구 독배로 53 (옥련동,(지상1층))",37.41876079,126.679742
자갈마당,"인천광역시 연수구 계림로112번길 25 (청학동,지상1층(범말2가8))",37.40766546,126.6722913
소토리,"인천광역시 연수구 능허대로 269 (동춘동,(지상1층))",37.42547665,126.644375
송도소머리국밥,"인천광역시 연수구 능허대로 269 (동춘동,(지상1층))",37.41281651,126.6540545
돈대장,"인천광역시 연수구 새말로 44, 1층 (연수동)",37.41431446,126.6793595
닭소리치킨,"인천광역시 연수구 용담로 78-1 (청학동,지상1층)",37.42152285,126.67551
곱통령,"인천광역시 연수구 샘말로61번길 4 (연수동, 지상1층)",37.41710666,126.6744118
장원식당,"인천광역시 연수구 새말로 81 (연수동,(지상1층))",37.41530733,126.6565053
진시황감자탕,"인천광역시 연수구 청능대로113번길 37, 지상1층 (연수동)",37.41412721,126.6796524
은혜식당,"인천광역시 연수구 독배로82번길 33-1, 1층 (옥련동, 동아오피스텔상가)",37.40699507,126.6800838
도마참치,"인천광역시 연수구 샘말로43번길 11 (연수동,지상1층)",37.41580332,126.6808941
바다횟집,"인천광역시 연수구 청량로194번길 22 (옥련동,지상1층(해맑음길 56))",37.4192435,126.6789031
아민고,"인천광역시 연수구 독배로90번길 34 (옥련동,서초주택상가 2호(지상1층))",37.41362136,126.680015
돼공식당,"인천광역시 연수구 샘말로61번길 12, 1층 (연수동)",37.41394213,126.6779232
짝꿍먹거리,"인천광역시 연수구 원인재로 88 (동춘동,분산상가 108호 지상1층)",37.41452386,126.681742
장수식당,"인천광역시 연수구 벚꽃로158번길 19 (연수동,지상1층)",37.42539633,126.6841365
무궁화식당,"인천광역시 연수구 함박로 74 (연수동,지상1층)",37.42312886,126.6444073
골목길,"인천광역시 연수구 한진로25번길 23 (옥련동,101호 지상1층(장터길11))",37.42774185,126.6472578
원쓰부,"인천광역시 연수구 용담로125번길 44, 지상1층 (연수동)",37.40072245,126.6674326
정동진횟집,"인천광역시 연수구 샘말로43번길 20 (연수동,(지상1층))",37.42530676,126.6852639
아이비,"인천광역시 연수구 샘말로7번길 4 (연수동,지하1층(맛고을2가 11))",37.41358063,126.6785622
삼거리 9공탄,"인천광역시 연수구 용담로125번길 54 (연수동,지상1층)",37.42298688,126.6507164
통꼬꼬 닭강정,"인천광역시 연수구 먼우금로 88 (동춘동,지상101호)",37.41718588,126.6753016
아모르,"인천광역시 연수구 앵고개로101번길 44-19 (동춘동, 지상1층)",37.42467356,126.6536426
오고녀크(OGONEK),"인천광역시 연수구 함박로 62 (연수동,지상1층)",37.42623511,126.696583
우림한방삼계탕,"인천광역시 연수구 경원대로467번길 33, 온누리빌딩 2층 (선학동)",37.42467356,126.6536426
하네돈까스,"인천광역시 연수구 함박로91번길 8 (연수동,지상1층)",37.4282562,126.6474632
큰손칼국수,"인천광역시 연수구 청명로17번길 28, 지상1층 (청학동)",37.42470364,126.6465435
동춘칡냉면,"인천광역시 연수구 옥련로99번길 44 (옥련동,아주아파트상가 101호(지상1층))",37.41747915,126.6743157
더블류 W,"인천광역시 연수구 앵고개로87번길 37 (동춘동,지상2층(먹거리길17))",37.4136998,126.6805384
시골빈대떡,"인천광역시 연수구 학나래로6번길 26 (선학동,지상1층)",37.42365232,126.6566671
송도정,"인천광역시 연수구 능허대로165번길 35 (옥련동,(지상1층))",37.41577167,126.6803588
별미칡냉면,"인천광역시 연수구 샘말로 15-4, 1층 (연수동)",37.42422721,126.6866126
피자웰리스,"인천광역시 연수구 벚꽃로142번길 5 (연수동,지상1층)",37.41614907,126.6564868
찐하게 한잔,"인천광역시 연수구 청량로185번길 37 (옥련동, 108호, 지상1층)",37.42460261,126.6475313
곤드레밥집,"인천광역시 연수구 청량로 89, 2층 (동춘동)",37.42775281,126.6626606
부쿠사(VKUSA),"인천광역시 연수구 비류대로433번길 17 (연수동, 스카이빌딩 1층)",37.41644237,126.6589408
명문 불고기,"인천광역시 연수구 비류대로294번길 32-5 (청학동,102호)",37.41394999,126.6784045
보드람치킨,"인천광역시 연수구 독배로 35 (옥련동,아이에프빌딩 109호 지상1층(독배길27))",37.42489024,126.665993
본죽&비빔밥카페(cafe) 연수점,"인천광역시 연수구 먼우금로 194 (연수동,106호)",37.41762926,126.6772291
또래오래,"인천광역시 연수구 새말로 65 (연수동,1층)",37.41854205,126.6747329
바베큐광장,인천광역시 연수구 청량로 55 (동춘동),37.41999656,126.690729
팥죽나라죽마을,인천광역시 연수구 새말로 21 (연수동),37.42516925,126.68271
쎄시봉,"인천광역시 연수구 샘말로62번길 6, 지하1층 (연수동)",37.41223791,126.6776989
장충동왕족발보쌈,"인천광역시 연수구 용담로 74-1 (청학동,1층)",37.38736717,126.6468405
호떡앤도넛,"인천광역시 연수구 함박뫼로 221, 지하1층 (연수동)",37.42574427,126.6439899
한정식당,"인천광역시 연수구 청학로6번길 29 (청학동,지상1층)",37.39494818,126.6515588
한우소머리곰탕,"인천광역시 연수구 청명로3번길 8-14, 지상1층 (청학동)",37.4161166,126.6807065
감동먹태,"인천광역시 연수구 용담로118번길 11, 102호 (연수동)",37.42724354,126.652541
사조참치,"인천광역시 연수구 용담로118번길 11, 지상1층 (연수동)",37.42731831,126.6561886
성균관추어탕,인천광역시 연수구 청량로 95 (동춘동),37.42390059,126.6444308
비에이치씨(BHC)치킨 연수선학점,"인천광역시 연수구 선학로 101 (선학동,뉴서울상가 117호)",37.41833516,126.6517436
용담골,"인천광역시 연수구 용담로76번길 8-1 (청학동,지상1층)",37.42380577,126.6977498
우래손칼국수,인천광역시 연수구 능허대로123번길 28 (옥련동),37.40673078,126.670366
떡도날드,"인천광역시 연수구 독배로40번길 47 (옥련동,제일빌딩 101호(지상1)",37.42748939,126.6651764
대박이야 노가리호프,"인천광역시 연수구 한나루로197번길 16, 지상1층 (옥련동)",37.42467129,126.6660034
더 스페이드,"인천광역시 연수구 먼우금로188번길 12, 202호 (연수동, 이리옴3 빌딩)",37.41829429,126.6796702
콩나물솥뚜껑오겹살,인천광역시 연수구 용담로63번길 26 (청학동),37.41511405,126.6778155
어머니순두부집,"인천광역시 연수구 청룡로42번길 10 (옥련동,(지상1층))",37.41396394,126.6541823
연수칼국수,"인천광역시 연수구 원인재로 180 (연수동,우성2차상가 지하22호)",37.41464797,126.6815711
청학골 두부마을,인천광역시 연수구 청솔안로 22 (청학동),37.40863945,126.664932
꼬치꼬치맛꼬치,"인천광역시 연수구 학나래로6번길 20 (선학동,지상1층)",37.39571542,126.6509557
본죽(동춘점),"인천광역시 연수구 앵고개로 260 (동춘동,맘모스빌딩 104호)",37.42392047,126.6977825
을지로골뱅이.치킨,"인천광역시 연수구 먼우금로 19 (동춘동,동남A 상가 102호(지상1층))",37.40841618,126.6706046
진이네 김밥집,"인천광역시 연수구 비류대로294번길 32-8 (청학동, 지상1층)",37.42390059,126.6444308
거부곱창,"인천광역시 연수구 샘말로 96-12 (연수동,지상1층)",37.42413358,126.6978396
푸른바다,"인천광역시 연수구 벚꽃로142번길 18, 지상1층 (연수동)",37.41341039,126.6765063
선학사골순대국,"인천광역시 연수구 학나래로5번길 53 (선학동,(지상1층))",37.42503554,126.6471953
해가산꽃게탕전문,"인천광역시 연수구 대암로 21 (옥련동, 101호)",37.41698351,126.6506662
연수왕냉면,"인천광역시 연수구 용담로149번길 45 (연수동,지상1층)",37.41520567,126.6797156
다미락,"인천광역시 연수구 샘말로 15-10 (연수동,지상1층)",37.41708226,126.6742738
동막골,"인천광역시 연수구 먼우금로 19, 상가동 134호 (동춘동, 동남아파트)",37.42440205,126.6532365
청학식당,"인천광역시 연수구 비류대로294번길 6-4 (청학동, 지상1층)",37.42154162,126.6475321
미향네식당,"인천광역시 연수구 용담로85번길 9 (청학동,지상1층)",37.39684452,126.6615239
그놈 뒷고기,"인천광역시 연수구 능허대로79번길 66 (옥련동, 지상1층)",37.42868678,126.6637029
통통김밥,"인천광역시 연수구 독배로 58 (옥련동,(지상1층))",37.41242969,126.678446
만리장,"인천광역시 연수구 함박로8번길 59 (연수동,지상1층(함박2가2))",37.41433314,126.6769905
이북할매,"인천광역시 연수구 청룡로50번길 10 (옥련동,지상1층)",37.41971284,126.6780857
이삭토스트,"인천광역시 연수구 선학로68번길 3 (선학동,외1필지 102호 지상1층(선학1로6))",37.41549443,126.6802832
본가이소(本家伊笑)이소화로,"인천광역시 연수구 앵고개로 266, 지상2층 (동춘동)",37.3953922,126.6518858
자연으로,"인천광역시 연수구 동곡재로 190, 지상1층 (동춘동)",37.41761554,126.6518223
옥련식당,인천광역시 연수구 한나루로189번길 44 (옥련동),37.412529,126.6779511
마로니,"인천광역시 연수구 경원대로483번길 15-4 (선학동, 지상1층)",37.41401977,126.6774217
오늘은 쫄면돈가스,"인천광역시 연수구 청량로194번길 22 (옥련동,(지상1층))",37.41929423,126.675314
수,"인천광역시 연수구 대암로 21 (옥련동,지상1층 102호)",37.39571542,126.6509557
초원양꼬치,"인천광역시 연수구 샘말로 22 (연수동,지상1층)",37.42794936,126.6497889
옥동가,"인천광역시 연수구 한나루로201번길 7, 1층 (옥련동)",37.41692119,126.6732816
한식과전골,"인천광역시 연수구 새말로99번길 17, 1층 (연수동)",37.42298688,126.6507164
포세카 한울지점,"인천광역시 연수구 한나루로 154, 호성빌딩 1층 (옥련동)",37.42017542,126.6773352
발리,"인천광역시 연수구 샘말로43번길 4 (연수동,지하1층)",37.42506672,126.6822217
만상가,"인천광역시 연수구 샘말로38번길 7 (연수동,지상1층)",37.42079747,126.6474569
아띠김밥,"인천광역시 연수구 용담로 11, 시대아파트 상가동 1층 109호일부,126호 (청학동)",37.39494268,126.6501653
코진카,"인천광역시 연수구 함박로 75 (연수동,지상1층)",37.41228473,126.6779503
소문난양꼬치,"인천광역시 연수구 샘말로 68-12, 지상1층 (연수동)",37.39494268,126.6501653
힘찬포차,"인천광역시 연수구 용담로 115, 110호 (연수동)",37.41473185,126.6561931
강천칡냉면,"인천광역시 연수구 독배로90번길 75 (옥련동,(지상1층))",37.41401977,126.6774217
이조빈대떡,"인천광역시 연수구 먼우금로222번길 41 (연수동,지상1층(여울목길4))",37.41726296,126.655325
용싸롱,"인천광역시 연수구 벚꽃로158번길 27 (연수동,지상1층)",37.42343745,126.6935592
파란등대,"인천광역시 연수구 샘말로 15-2, 지상1층 (연수동)",37.42467129,126.6660034
베스트생갈비찜&찜닭,"인천광역시 연수구 함박뫼로26번길 9 (청학동,지상1층)",37.41377588,126.6589011
빨간석쇠구이(연수점),"인천광역시 연수구 벚꽃로142번길 30 (연수동,지상1층)",37.42339893,126.6569043
아오야,"인천광역시 연수구 청능대로55번길 17 (청학동,지상1층(청명안길21))",37.4273664,126.656613
명가,"인천광역시 연수구 솔밭로 32, 지상1층 (동춘동)",37.42289959,126.6729825
진미콩나물해장국,"인천광역시 연수구 한나루로164번길 15-18 (옥련동,지상1층(솔안샛길36))",37.41422357,126.6814605
동남집,"인천광역시 연수구 학나래로6번길 20 (선학동,지상1층(무학길12))",37.41796546,126.6543656
리퀘스트쎄시봉,"인천광역시 연수구 샘말로 15-1, 지상2층 (연수동)",37.42807862,126.6980785
백란,"인천광역시 연수구 함박뫼로4번길 31 (청학동,지상1층 (구레길3))",37.39494268,126.6501653
백곱식당 인천선학역점,"인천광역시 연수구 학나래로6번길 40, 지상1층 (선학동)",37.41490191,126.6722155
본죽 송도역점,"인천광역시 연수구 한나루로 190, 104호 (옥련동, 송도프라자)",37.41715442,126.6506184
장모족발,"인천광역시 연수구 먼우금로 190 (연수동,117호(지상1층))",37.42341549,126.6740614
한신포차 연수구청점,"인천광역시 연수구 청능대로113번길 25 (연수동, 지상1층)",37.42300396,126.6510869
썬더 치킨,"인천광역시 연수구 학나래로118번길 47 (선학동,지상1층)",37.41648494,126.6561869
휠링,"인천광역시 연수구 샘말로21번길 3 (연수동,(지하1층))",37.42302885,126.6569577
덕이네,"인천광역시 연수구 청학로5번길 12 (청학동,지상1층(청학1가12))",37.41590542,126.6796296
마다암 알룩 알야마니,"인천광역시 연수구 능허대로 211 (옥련동, 지상1층)",37.40683278,126.6710304
잔!비어쓰,"인천광역시 연수구 새말로 20, 상가동 101,102호 (연수동, 성일아파트)",37.42565329,126.6840169
향나무집,"인천광역시 연수구 대암로 39 (옥련동,지상1층)",37.41301342,126.6855598
"미리내생선구이,우렁쌈밥","인천광역시 연수구 샘말로 109 (연수동,지상1층)",37.41833516,126.6517436
연탄돼지불고기,"인천광역시 연수구 샘말로8번길 8, 지상1층 (연수동)",37.41999656,126.690729
굽네치킨 연수3동선학점,"인천광역시 연수구 비류대로529번길 3 (선학동,지상1층)",37.39581436,126.6524353
나우파티,"인천광역시 연수구 벚꽃로 106, 지상12층 1201호 (청학동, 연수광장프라자)",37.39494268,126.6501653
힘찬수산,"인천광역시 연수구 학나래로6번길 58 (선학동,지상1층)",37.42546213,126.6833533
토촌,"인천광역시 연수구 학나래로6번길 30-2 (선학동,지상1층)",37.42576184,126.6438032
라비스타(La Vista),"인천광역시 연수구 청량로70번길 40-12, 2층 (동춘동)",37.41738302,126.6729426
천마장작불,"인천광역시 연수구 아암대로 813 (동춘동,(지상1층))",37.42505293,126.7006293
전라도식당,"인천광역시 연수구 능허대로 209-1 (옥련동,지상1층(능허대길157))",37.41914804,126.680083
신계동장어,"인천광역시 연수구 청량로106번길 17-5 (옥련동,(지상1층))",37.42298688,126.6507164
미소퓨전식당,"인천광역시 연수구 경원대로467번길 22 (선학동, 102호)",37.41510444,126.6801954
늘푸른바다,"인천광역시 연수구 벚꽃로158번길 28, 지상1층 (연수동)",37.39494818,126.6515588
킹콩부대찌개 인천옥련점,"인천광역시 연수구 독배로40번길 5 (옥련동, 지상1층)",37.42807124,126.6619323
미각양꼬치,"인천광역시 연수구 학나래로6번길 24, 지상1층 (선학동)",37.41268784,126.6790177
사냥꾼,"인천광역시 연수구 비류대로294번길 32-6, 지상1층 102호 (청학동)",37.4132158,126.6560711
강(江),"인천광역시 연수구 앵고개로101번길 12-13, 지상1층 (동춘동)",37.43251833,126.6608916
남동모밀방,"인천광역시 연수구 벚꽃로 106, 120호 (청학동, 연수광장프라자)",37.42373019,126.7013633
별미순대,"인천광역시 연수구 신송로 121, 128,129호 (송도동, 센타프라자)",37.41831552,126.6539079
봄이 보리밥,"인천광역시 연수구 신송로 122, 지상2층 212,213호 (송도동, 송도프라자)",37.41958956,126.677597
어 강정이다,"인천광역시 연수구 함박뫼로12번길 5-4, 1층 101호 (청학동)",37.39571542,126.6509557
궁쟁반짜장황궁청도,"인천광역시 연수구 하모니로36번길 17, B동 B01호 (송도동, 은하프라자)",37.41464723,126.6821158
참치마라도,"인천광역시 연수구 샘말로38번길 5 (연수동,지상1층)",37.41343673,126.655328
뿌,"인천광역시 연수구 샘말로 15-11 (연수동,지하1층)",37.41731423,126.6739333
청도,"인천광역시 연수구 신송로 121 (송도동,센타프라자 126호(지상1층))",37.42686689,126.6980331
정동진 횟집,"인천광역시 연수구 옥련로 107 (옥련동, 지상1층)",37.41422357,126.6814605
원할머니보쌈(인천송도점),"인천광역시 연수구 신송로 121, 지상2층 209호 (송도동, 센타프라자)",37.39620198,126.6529427
레인보우차이홍,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 1층 M19,20,21호 (송도동)",37.40722272,126.666238
청해동태생태찌개,"인천광역시 연수구 청명로3번길 17 (청학동,지상1층(청명안길 11))",37.42191316,126.6755136
육쌈냉면(송도점),인천광역시 연수구 신송로125번길 7 (송도동),37.41392123,126.6713145
굴세상,"인천광역시 연수구 청량로 180 (옥련동,지상1층 (해맑음길 2))",37.41803333,126.6557899
김밥천국,인천광역시 연수구 신송로 122 (송도동),37.41868136,126.6498722
디디치킨 옥련점,"인천광역시 연수구 한나루로105번길 68, 지상1층 109호 (옥련동, 현대상가)",37.42392047,126.6977825
화포식당,"인천광역시 연수구 청명로31번길 4, 지상1층 (청학동)",37.38623512,126.6672047
차우마 송도직영점,인천광역시 연수구 신송로125번길 13 (송도동),37.42337448,126.6548698
동대문 엽기 떡볶이,"인천광역시 연수구 해돋이로120번길 23 (송도동,아크리아2 112호(지상1층))",37.38960595,126.648814
종로순대국,"인천광역시 연수구 학나래로6번길 56 (선학동, 지상1층)",37.41283211,126.6772099
육대손,"인천광역시 연수구 신송로125번길 7, 이리옴프라자 203호 (송도동)",37.39374814,126.6463773
시드니 양갈비 송도본점,"인천광역시 연수구 컨벤시아대로 81 (송도동, 드림시티 214,215)",37.42476107,126.6979952
흥성양꼬치,"인천광역시 연수구 컨벤시아대로 69, 107,108호 (송도동, 밀레니엄)",37.41761554,126.6518223
본죽 청학점,"인천광역시 연수구 용담로 11, 상가동 지상1층 113호 (청학동, 시대아파트상가)",37.40697151,126.6728198
싱싱회종합어시장,"인천광역시 연수구 샘말로44번길 14 (연수동,지상1층)",37.41262632,126.6778171
내가 업어줄게,"인천광역시 연수구 샘말로8번길 9 (연수동, 지상2층)",37.42724354,126.652541
술마고우,"인천광역시 연수구 샘말로7번길 12, 지상1층 (연수동)",37.41852424,126.6719277
김밥과 함께라면,"인천광역시 연수구 함박로 50, 지상1층 (연수동)",37.39494268,126.6501653
호세야오리바베큐,"인천광역시 연수구 먼우금로252번길 18, 1층 (연수동)",37.3970116,126.661443
등촌샤브칼국수,"인천광역시 연수구 신송로125번길 13, 아크리아1 2층 207호 (송도동)",37.42343825,126.6794005
신전떡볶이 옥련점,"인천광역시 연수구 독배로 35 (옥련동,109호(지상1층))",37.39552968,126.6489412
260도 송도유원지점,"인천광역시 연수구 청량로109번길 1 (옥련동,(지하1,지상1,2층))",37.38736717,126.6468405
황제뼈다귀감자탕,"인천광역시 연수구 새말로 39 (연수동,지상1층(새말중앙로58))",37.40766546,126.6722913
김밥여행,"인천광역시 연수구 한나루로196번길 3 (옥련동,3호(지상1층))",37.42659891,126.6979919
청량산국수집,"인천광역시 연수구 용담로 25 (청학동,용담마을아파트 상가 104호)",37.41245261,126.6781128
다해회수산,"인천광역시 연수구 신송로125번길 13 (송도동,아크리아1 202호)",37.41565596,126.6814811
부산꼼장어,"인천광역시 연수구 학나래로6번길 42 (선학동,102호 지상1층)",37.4230262,126.6533085
을지로골뱅이,"인천광역시 연수구 샘말로8번길 7-1 (연수동,지상1층(맛고을안길36))",37.41283547,126.6549414
품(POOM),"인천광역시 연수구 앵고개로87번길 12-7 (동춘동, 지상1층)",37.41469158,126.672814
보천감자탕,"인천광역시 연수구 비류대로433번길 26 (연수동,외1필지 오부빌딩 지상1층)",37.41684335,126.6758167
미가촌 감자탕,"인천광역시 연수구 학나래로6번길 18 (선학동, 지상1층)",37.39456511,126.6511829
전라도 삼합,"인천광역시 연수구 대암로 46 (옥련동, 지상1층)",37.40072245,126.6674326
백암왕순대,"인천광역시 연수구 청능대로113번길 10 (연수동,지상1층(늘봄길6))",37.40073438,126.6388961
천지연 송도연수점 신화푸드(주),"인천광역시 연수구 능허대로 16, 2,3층 (옥련동)",37.41352633,126.6790503
현대물텀벙,"인천광역시 연수구 해돋이로120번길 23 (송도동,아크리아2 206호)",37.41709445,126.6780921
왕십리불막창,"인천광역시 연수구 먼우금로 19 (동춘동,동남아파트상가동 110호)",37.41271961,126.6647664
카라반(KARAVAN),"인천광역시 연수구 함박로 60-1 (연수동,지상1층)",37.41764909,126.6764531
석바위토스트 옥련점,"인천광역시 연수구 독배로 53 (옥련동,영인빌딩 105호 지상1층)",37.42474074,126.6826575
맛나식당,"인천광역시 연수구 함박뫼로12번길 13-1, 1층 일부호 (청학동)",37.42147906,126.6691275
진숯불갈비전문점,"인천광역시 연수구 한나루로197번길 34 (옥련동, 지상1층)",37.39494268,126.6501653
백년손님 서서갈비,"인천광역시 연수구 새말로96번길 6 (연수동,지상1층 ( 문화로 10 ))",37.42621277,126.6974076
신선화로,"인천광역시 연수구 동곡재로 34, 지상1층 (동춘동)",37.42625897,126.6569118
백합칼국수 1호점,"인천광역시 연수구 아암대로 811 (동춘동,1층)",37.39952409,126.6295726
페리카나치킨,"인천광역시 연수구 해돋이로6번길 33 (송도동,송도해모로아파트 상가동 105호)",37.42868678,126.6637029
질마재양대창,"인천광역시 연수구 신송로125번길 7, 118호 (송도동, 이리옴프라자)",37.39456511,126.6511829
엘에이(LA)북창동순두부,"인천광역시 연수구 먼우금로 190 (연수동,109호,110호(먼우금길80))",37.39494268,126.6501653
김밥마을,"인천광역시 연수구 학나래로118번길 24 (선학동,지상1층)",37.41480325,126.6817371
화레무 송도신도시 본점,"인천광역시 연수구 신송로125번길 13 (송도동,아크리아1 113호)",37.42695666,126.6427572
교촌치킨 옥련점,"인천광역시 연수구 독배로 35, 지상1층 101,113,115,118호 (옥련동)",37.4267925,126.6572817
황소곱창,"인천광역시 연수구 신송로125번길 7 (송도동, 115호)",37.42528974,126.6733349
굽네치킨 동춘점,"인천광역시 연수구 봉재산로36번안길 22, 1층 일부호 (동춘동)",37.42583328,126.6669188
명동 찌개 마을,"인천광역시 연수구 함박로 59-1, 지상1층 (연수동)",37.41951037,126.6723203
박승광최강해물손칼국수,인천광역시 연수구 동곡재로 29 (동춘동),37.42452763,126.6456358
역전왕대포,"인천광역시 연수구 비류대로186번길 20, 상가동 1층 101호 (옥련동, 풍림아파트)",37.42249141,126.6453764
신촌설렁탕연수점,"인천광역시 연수구 벚꽃로 106 (청학동, 연수광장프라자 116,117호)",37.39237735,126.6499039
홍콩반점0410 인천송도점,"인천광역시 연수구 컨벤시아대로 81, 지상2층 220호 (송도동, 드림시티)",37.40599741,126.6836222
이차돌 송도점,"인천광역시 연수구 신송로125번길 7, 116,117호 (송도동, 이리옴프라자)",37.41420579,126.6553571
