상호명,도로명주소,위도,경도,동구분
불로만숯불바베큐,"인천광역시 연수구 독배로 35 (옥련동,1층 104호)",37.41772777,126.655664,옥련동
송도 천지연,"인천광역시 연수구 청량로 108, 지상1,2층 (옥련동)",37.41762921,126.6548632,옥련동
우리식당,"인천광역시 연수구 비류대로232번길 22, 지하1층 (옥련동)",37.41629661,126.6563207,옥련동
블루밍,"인천광역시 연수구 청량로102번길 3 (옥련동, 지상2층)",37.41443499,126.6521188,옥련동
수향,"인천광역시 연수구 대암로 37 (옥련동, 지상1층)",37.41776949,126.6509172,옥련동
장수촌 누룽지백숙,"인천광역시 연수구 능허대로 246, 1층 일부, 2층 일부, 3층 일부호 (동춘동)",37.40072245,126.6674326,동춘동
한양정,"인천광역시 연수구 청량로113번길 1 (옥련동, 지상1층)",37.41287598,126.6556907,옥련동
명동삼계설렁탕식당,"인천광역시 연수구 능허대로 201 (옥련동,(지상1층))",37.40711303,126.6712771,옥련동
내고향스넥,"인천광역시 연수구 원인재로 88 (동춘동,지하8호,13호,14호,15호(지하1층))",37.40710546,126.6708394,동춘동
용추골미궁순대,"인천광역시 연수구 앵고개로254번길 19-6 (동춘동,103, 104호(번영3가10))",37.41745812,126.6560223,동춘동
이차돌(인천동춘점),"인천광역시 연수구 앵고개로246번길 35, 대원빌딩 101호 (동춘동)",37.40699507,126.6800838,동춘동
토크쇼,"인천광역시 연수구 원인재로 88 (동춘동,2동 삼환분산상가 106호(지상1층))",37.42392157,126.6964857,동춘동
세븐나잇(연수1점),"인천광역시 연수구 먼우금로 19, 132호 (동춘동, 동남상가)",37.40699507,126.6800838,동춘동
선학동 함흥냉면,"인천광역시 연수구 학나래로118번길 33 (선학동,(지상1층))",37.4260167,126.6973376,선학동
코리안숯불바베큐,"인천광역시 연수구 학나래로6번길 57 (선학동,,18(지상1층))",37.42748828,126.6975536,선학동
무쏘 선학점,"인천광역시 연수구 경원대로467번길 19 (선학동,(지상1층))",37.41839873,126.6535701,선학동
동강민물매운탕추어탕,"인천광역시 연수구 학나래로 11, 지상1층 (선학동)",37.41344062,126.6791683,선학동
다정다감,"인천광역시 연수구 학나래로 96, 지상1층 (선학동)",37.41233975,126.6783452,선학동
인천 참나무 장작구이,"인천광역시 연수구 벚꽃로158번길 39, 지상1층 (연수동)",37.41389724,126.680285,연수동
술시,"인천광역시 연수구 샘말로 18 (연수동,2동 지상1층)",37.42680297,126.6984429,연수동
친구,"인천광역시 연수구 샘말로 68-8 (연수동,2동 지상1층)",37.41400097,126.6812064,연수동
옛골두부쌈밥,"인천광역시 연수구 벚꽃로158번길 33, 지상1층 (연수동)",37.41251055,126.677372,연수동
與常國여상국 연수점,"인천광역시 연수구 샘말로 45, 2동 지상1층 (연수동)",37.41377319,126.680984,연수동
딱좋아,"인천광역시 연수구 청명로 7 (청학동,지하1층)",37.4130817,126.6774569,청학동
소시민,"인천광역시 연수구 샘말로 14 (연수동,지상1층(수합길 8))",37.41394235,126.6808115,연수동
착한고깃집,"인천광역시 연수구 청능대로113번길 16 (연수동,2동(지상1층))",37.42561427,126.6978053,연수동
마라ZONE,"인천광역시 연수구 샘말로7번길 12 (연수동,2동(지상1층))",37.41666959,126.6735217,연수동
더고집,"인천광역시 연수구 벚꽃로158번길 40 (연수동,2동(지상1층))",37.41262495,126.6769731,연수동
성진묵은지감자탕,"인천광역시 연수구 청능대로113번길 12 (연수동,2동(지상1층))",37.41377319,126.680984,연수동
필,"인천광역시 연수구 청능대로113번길 4, 2동 지하1층 (연수동)",37.41670751,126.674305,연수동
또바기,"인천광역시 연수구 벚꽃로158번길 39 (연수동,2동 지상1층)",37.41202189,126.6780007,연수동
통기타 이야기,"인천광역시 연수구 샘말로8번길 1, 지하1층 (연수동)",37.4129564,126.6773255,연수동
아바이왕순대,"인천광역시 연수구 청명로3번길 11 (청학동, 지상1층)",37.42467129,126.6660034,청학동
대포촌,"인천광역시 연수구 함박뫼로4번길 13-12 (청학동, 지상1층)",37.41686766,126.6917391,청학동
선운사풍천민물장어구이,"인천광역시 연수구 청명로3번길 13, 지상1층 (청학동)",37.41943916,126.6725781,청학동
청학기사식당,"인천광역시 연수구 용담로 46 (청학동,(지상1층))",37.41557749,126.6555869,청학동
좋은날고기,"인천광역시 연수구 비류대로294번길 32-5, 지상1층 (청학동)",37.41222352,126.6782211,청학동
정통바베큐치킨,"인천광역시 연수구 함박뫼로 250, 상가동 105호 (연수동, 연수풍림1차아파트)",37.42545158,126.683784,연수동
명인콩국수,"인천광역시 연수구 앵고개로246번길 39-8, 2층 (동춘동, 백마빌딩)",37.4199808,126.677604,동춘동
불로만숯불바베큐,"인천광역시 연수구 함박로 60 (연수동,1동(지상1층))",37.41823772,126.6722009,연수동
장구자손칼국수,"인천광역시 연수구 새말로69번길 1 (연수동,1동(지상1층))",37.41360807,126.6538274,연수동
하동재첩마을,"인천광역시 연수구 앵고개로83번길 31 (동춘동, 지상1층)",37.42199434,126.6533348,동춘동
노랑주전자게장한정식,"인천광역시 연수구 솔밭로 53, 1층 (동춘동)",37.40682154,126.6712267,동춘동
배나무집,"인천광역시 연수구 청량로102번길 14-9, 지하1층 (동춘동)",37.42690618,126.6472419,동춘동
우판등심,"인천광역시 연수구 청량로 61 (동춘동, 지하1층, 지상1층)",37.40141284,126.6651246,동춘동
동춘기사식당,"인천광역시 연수구 능허대로 439 (동춘동,1동(지상1층))",37.42858872,126.6980679,동춘동
소나무집,"인천광역시 연수구 청량로 172 (옥련동,(지상1층))",37.41681843,126.6734099,옥련동
고기손생갈비,"인천광역시 연수구 한진로 49 (옥련동, 현대(아)상가 206호)",37.414759,126.6792545,옥련동
2도비어 인천연수점,"인천광역시 연수구 샘말로61번길 5 (연수동, 지상1층)",37.40072245,126.6674326,연수동
양지기사식당,"인천광역시 연수구 용담로125번길 14 (연수동, 지상1층)",37.41700196,126.6567688,연수동
어울마당,"인천광역시 연수구 먼우금로 19 (동춘동,동남(아)상가 108호,127호,128호)",37.42628776,126.6979641,동춘동
왕참치,인천광역시 연수구 학나래로118번길 48 (선학동),37.42382666,126.6971083,선학동
그린엘지식당,"인천광역시 연수구 학나래로117번길 4 (선학동,(지상1층))",37.41396407,126.6795242,선학동
육심,"인천광역시 연수구 학나래로118번길 40 (선학동,지상1층(무학길43))",37.42383806,126.6973274,선학동
돌돌말아즉석김밥,"인천광역시 연수구 원인재로 124 (동춘동,청량동 한양1차상가(지상1층109호))",37.42659891,126.6979919,동춘동
왕십리곱창,"인천광역시 연수구 학나래로118번길 40 (선학동,(지상1층))",37.41162415,126.6788751,선학동
시골해장국,인천광역시 연수구 학나래로6번길 7 (선학동),37.41406366,126.6585555,선학동
마싯소,"인천광역시 연수구 학나래로6번길 11 (선학동, 지상1층)",37.42707848,126.6979988,선학동
생선나라,"인천광역시 연수구 학나래로 15 (선학동,(지상1층))",37.41268784,126.6790177,선학동
굴세상,"인천광역시 연수구 학나래로118번길 30 (선학동,(지상1층))",37.42659891,126.6979919,선학동
효룡,"인천광역시 연수구 샘말로30번길 7, 지상1층 (연수동)",37.41370512,126.6776704,연수동
미술관 연수점,"인천광역시 연수구 청능대로113번길 31, 지상1층 (연수동)",37.41369838,126.6811142,연수동
장터,"인천광역시 연수구 청능대로137번길 11 (연수동,2동(지상1층))",37.41263603,126.6772696,연수동
바다양푼이동태탕,"인천광역시 연수구 벚꽃로142번길 20 (연수동,2동(지상1층))",37.42421459,126.6964966,연수동
유라이브,"인천광역시 연수구 샘말로43번길 3 (연수동,2동 지하1층(맛고을길 15))",37.41345595,126.6773545,연수동
양고기동아리,"인천광역시 연수구 청능대로113번길 21, 지상2층 (연수동)",37.41295612,126.6798793,연수동
소문난즉석떡볶이,"인천광역시 연수구 용담로149번길 17 (연수동,2동(지상1층))",37.40749232,126.6808219,연수동
연수참치,"인천광역시 연수구 샘말로7번길 16 (연수동, 지상1층)",37.41604462,126.6808548,연수동
장나구집,"인천광역시 연수구 청능대로113번길 21 (연수동,2동(지상1층))",37.41537822,126.6801619,연수동
왕뚝이 감자탕,"인천광역시 연수구 벚꽃로 140, 2동 지상1층 (연수동)",37.41305348,126.6791025,연수동
올드크락,"인천광역시 연수구 샘말로38번길 3 (연수동,2동(지상2층))",37.41533688,126.6812207,연수동
맛골손두부,"인천광역시 연수구 샘말로 101 (연수동,2동(지상1층))",37.4174667,126.6751148,연수동
계수나무집,"인천광역시 연수구 샘말로44번길 13 (연수동,(지상1층))",37.41243643,126.654347,연수동
능어리,"인천광역시 연수구 동곡재로 74-8 (동춘동,(지상1층))",37.41345595,126.6773545,동춘동
돈삼우삼,"인천광역시 연수구 청학로6번길 8, 지상1층 (청학동)",37.41672193,126.6737889,청학동
송원식당,"인천광역시 연수구 청명로3번길 8-3 (청학동, 지상1층)",37.41365252,126.67323,청학동
장터삼겹살,"인천광역시 연수구 청명로17번길 4 (청학동,지상1층(청명로17번길4))",37.41328358,126.6790095,청학동
숙성도 송도점,"인천광역시 연수구 능허대로 275, 지상1,2층 (동춘동)",37.42424583,126.6864372,동춘동
황소고집,"인천광역시 연수구 선학로68번길 7-5 (선학동,지상1층)",37.4144266,126.6701162,선학동
아방궁,"인천광역시 연수구 함박로91번길 6 (연수동,지상1층)",37.42197593,126.6750795,연수동
오븐마루 인천연수점,"인천광역시 연수구 새말로36번길 1 (연수동,1동(지상1층))",37.42557249,126.6851084,연수동
이스트타운,"인천광역시 연수구 함박로 69 (연수동,1동(지상1층))",37.42173675,126.6752918,연수동
손님맘대로,"인천광역시 연수구 먼우금로161번길 12, 1층 106호 (동춘동, 롯데아파트상가)",37.42821257,126.6437961,동춘동
리네 레스토랑,"인천광역시 연수구 청량로70번길 20, 2층 (동춘동)",37.42075327,126.6763113,동춘동
치킨플러스 연수점,"인천광역시 연수구 새말로99번길 18, 지상1층 (연수동)",37.42397707,126.7014832,연수동
논골집,"인천광역시 연수구 새말로56번길 2 (연수동,1동(지상1층))",37.42751307,126.6556936,연수동
김밥나라,"인천광역시 연수구 새말로 40 (연수동,1동 지상1층(새말중앙로61))",37.41825466,126.65422,연수동
요동성,"인천광역시 연수구 옥련로 33, 지상2층 201호 (옥련동, 현대아파트상가)",37.42750616,126.6638516,옥련동
이바지,"인천광역시 연수구 독배로 33, 지상1층 (옥련동)",37.41572357,126.6585025,옥련동
골드커피&라이브,"인천광역시 연수구 대암로 45 (옥련동,(지상1층))",37.42765064,126.655773,옥련동
수지맞은치킨,"인천광역시 연수구 한나루로201번길 23, 1층 (옥련동)",37.41405629,126.6785254,옥련동
호수꼬치,"인천광역시 연수구 용담로 128, 1층 (연수동)",37.42204934,126.6471924,연수동
민속마당,"인천광역시 연수구 한나루로197번길 26 (옥련동,태영주택 지상1층(한가람1로 27))",37.41756852,126.655073,옥련동
송도쭈꾸미볶음,"인천광역시 연수구 청량로155번길 11 (옥련동, 지상1층)",37.41838917,126.6509802,옥련동
시골집,"인천광역시 연수구 독배로40번길 35 (옥련동,대명상가103호(지상 1)",37.42369107,126.6442506,옥련동
덴버(DENVER),"인천광역시 연수구 인권로 5, 1층 (옥련동)",37.42607035,126.6971414,옥련동
최서방네 우렁쌈밥 대패정식,"인천광역시 연수구 한나루로 84 (옥련동,(지상1층))",37.40668532,126.6708242,옥련동
비어톡,"인천광역시 연수구 청량로 111 (옥련동,(지상2층))",37.41928964,126.6802255,옥련동
로스타임,"인천광역시 연수구 앵고개로 260 (동춘동,2동 맘모스빌딩(지상113호))",37.42075751,126.6514241,동춘동
태평양참치,"인천광역시 연수구 앵고개로264번길 46 (동춘동,2동 (지하1층))",37.4086566,126.6708262,동춘동
제일 한식 초계명가,"인천광역시 연수구 앵고개로 242 (동춘동,2동 제일상가 (지하121호))",37.42618354,126.6982796,동춘동
김밥 스토리(STORY),"인천광역시 연수구 학나래로118번길 47 (선학동,지상1층(느티나무길2))",37.4351301,126.7033039,선학동
환타지아7080,"인천광역시 연수구 경원대로467번길 25, 지하1층 (선학동)",37.42807862,126.6980785,선학동
또또네식탁,"인천광역시 연수구 선학로 101 (선학동,뉴서울상가 115호(지상1층))",37.42659891,126.6979919,선학동
장모족발,"인천광역시 연수구 학나래로6번길 41, 지상1층 (선학동)",37.40766546,126.6722913,선학동
한우애(愛)빠진그날,"인천광역시 연수구 학나래로118번길 40 (선학동,(지상1층))",37.41533931,126.679881,선학동
언덕농원,"인천광역시 연수구 예술로22번길 89 (선학동,(지상1층))",37.4260167,126.6973376,선학동
신전떡볶이 선학점,"인천광역시 연수구 학나래로118번길 6, 지상1층 (선학동)",37.42462008,126.6468293,선학동
네네치킨 앤  봉구스밥버거 선학점,"인천광역시 연수구 선학로 90, 108호 (선학동, 아주아파트)",37.42505293,126.7006293,선학동
영철이네,"인천광역시 연수구 경원대로467번길 19, 지상1층 (선학동)",37.42707848,126.6979988,선학동
벌교꼬막,"인천광역시 연수구 학나래로118번길 30 (선학동,지상1층)",37.41443051,126.679457,선학동
이화수왕만두,"인천광역시 연수구 원인재로 180 (연수동,우성2차A 우성쇼핑지하26호 2동(지하1층))",37.41301342,126.6855598,연수동
